34,117
40,74
32,97
41,72
40,74
39,84
41,87
37,76
36,119
26,97
40,76
38,78
41,72
31,89
42,71
33,118
37,122
46,112
33,117
40,73
36,115
36,86
34,117
25,80
35,81
40,73
35,80
34,117
39,104
45,122
42,70
40,74
42,88
26,80
42,72
33,86
29,95
35,80
33,118
33,118
38,82
34,86
38,97
43,112
39,94
39,86
33,116
33,118
41,91
43,77
33,117
32,96
40,74
32,90
35,88
30,81
34,77
42,89
38,92
40,74
36,82
41,88
35,90
37,94
26,80
42,85
39,94
39,94
32,97
25,80
25,80
29,90
46,119
42,87
47,122
42,85
39,84
31,97
36,82
47,122
28,81
35,83
40,86
43,91
33,117
32,117
33,118
34,117
33,116
40,86
30,92
33,117
38,121
30,93
33,117
33,117
34,114
28,82
28,81
44,93
33,118
39,105
40,74
41,81
47,122
34,118
40,76
42,84
27,99
27,82
32,106
36,115
26,80
39,85
38,95
42,71
34,98
41,111
29,95
38,94
26,81
38,94
42,71
40,73
40,74
33,96
38,84
40,84
38,121
40,96
40,74
34,92
39,105
37,121
42,83
38,121
41,111
41,88
34,120
33,118
40,105
32,94
41,82
34,118
38,85
40,105
42,71
40,75
33,101
37,79
42,70
33,118
26,98
33,96
38,77
32,83
36,120
34,86
43,89
42,71
42,71
39,96
40,82
37,121
45,93
26,80
33,84
42,70
42,71
42,122
28,80
35,90
41,81
37,120
41,72
43,116
33,111
32,96
30,90
42,71
25,80
25,80
41,72
39,84
43,84
32,102
35,97
41,73
37,121
43,87
44,93
44,93
25,80
41,86
33,117
26,98
46,114
29,95
30,88
37,120
41,90
32,92
40,74
34,118
34,118
39,77
32,86
44,72
35,97
33,117
32,79
42,87
40,73
37,122
40,85
35,86
40,111
33,117
43,86
43,116
38,122
41,88
42,71
36,86
32,117
41,70
29,98
41,72
40,74
41,72
41,73
30,89
40,73
40,73
37,122
40,74
40,82
33,117
37,76
42,71
43,79
36,76
40,89
35,97
33,84
40,74
39,77
40,74
32,80
26,81
38,121
36,115
34,92
25,80
25,80
27,82
32,97
33,118
41,73
38,122
42,83
38,90
41,87
41,87
37,122
29,82
33,117
31,102
41,111
35,97
38,94
47,122
41,96
34,117
33,117
40,111
41,87
28,81
44,88
38,94
37,87
34,119
36,115
42,88
27,80
26,80
29,81
33,116
28,82
33,116
34,118
37,122
36,115
33,118
39,104
38,121
41,81
40,74
34,118
29,95
46,119
40,74
40,74
41,71
42,70
29,95
26,80
40,79
30,87
33,112
40,89
33,117
40,74
38,122
26,98
40,75
33,112
33,118
44,100
34,92
28,81
27,82
38,121
40,79
42,73
33,117
40,74
33,96
26,80
37,121
41,70
45,93
42,112
34,117
26,80
42,83
29,93
26,82
29,81
27,80
42,85
36,119
43,70
45,122
36,76
39,77
32,117
34,112
41,71
40,111
38,104
39,91
42,71
42,87
35,78
38,121
34,117
33,118
33,117
44,103
40,75
33,84
40,122
42,83
34,117
47,122
33,118
37,122
39,119
47,122
38,77
42,70
34,117
32,96
46,119
37,122
37,77
35,106
33,117
37,79
42,83
44,92
43,77
34,81
42,89
38,121
39,77
35,77
36,94
38,122
41,88
34,118
38,121
42,82
34,84
33,104
30,97
33,117
32,96
42,83
38,121
43,83
38,90
42,82
45,94
37,113
39,94
44,93
38,90
44,93
38,90
27,82
42,70
44,123
38,97
36,121
40,111
31,100
29,98
34,117
37,122
34,119
33,117
32,117
37,122
34,118
37,121
37,122
35,120
33,117
29,97
37,122
37,122
37,121
41,70
33,84
40,111
28,81
33,117
34,119
37,121
34,118
36,122
35,105
34,120
34,118
38,122
32,116
27,82
32,81
40,74
42,88
42,73
33,111
41,75
47,121
47,122
39,76
39,94
43,87
41,73
47,122
32,93
31,110
39,77
34,118
42,96
43,96
42,87
33,84
42,71
41,86
33,118
47,122
37,122
35,106
33,118
34,90
42,83
39,104
39,119
47,117
28,82
36,115
36,94
39,89
42,72
37,93
39,83
44,122
41,73
40,77
42,83
39,77
36,97
37,121
41,73
41,81
36,76
29,95
33,80
33,112
37,122
36,115
26,80
33,112
43,76
47,122
30,84
26,80
25,80
27,82
41,71
42,83
40,111
40,74
33,117
33,111
31,97
39,87
29,94
33,96
25,80
30,95
39,104
34,118
45,122
41,87
28,80
41,83
39,74
42,78
39,95
33,118
28,82
39,76
37,121
40,74
42,83
42,73
37,77
32,110
36,119
36,95
37,120
33,87
33,117
42,114
32,95
37,122
40,74
40,74
34,117
40,88
43,75
38,121
30,83
38,122
45,122
33,86
28,96
34,117
39,75
36,76
36,119
33,117
31,97
37,122
42,71
42,71
32,83
42,83
41,80
41,71
38,77
41,73
42,83
42,92
36,121
42,87
43,88
43,88
40,74
26,80
43,88
40,73
42,83
34,117
41,93
41,72
41,72
40,111
40,73
40,74
26,80
38,121
42,78
40,112
42,71
42,72
42,83
33,117
39,105
26,80
42,70
39,77
41,88
41,73
33,118
33,98
37,97
41,75
39,75
34,77
35,77
36,80
44,92
38,121
42,71
42,71
42,85
46,120
40,73
33,117
41,80
39,121
34,117
32,114
